,Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,n_price
880,Maruti Celerio VXI Optional AMT,7664.8,2017,7500,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,13877
881,Mahindra XUV500 W8 2WD,8431.28,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,20972
882,Hyundai i10 Magna,3985.7,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0,11159
883,Hyundai i10 Magna 1.1,5227.39,2014,58472,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0,10972
884,Maruti Dzire VXI,4138.99,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0,10994
885,Maruti Grand Vitara AT,8431.28,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,5.0,26533
886,Audi TT 40 TFSI,53653.6,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984 CC,4.0,114366
887,Mercedes-Benz New C-Class C 200 CGI,14946.36,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991 CC,5.0,69272
888,Nissan Sunny 2011-2014 Diesel XV,6515.08,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,5.0,18308
889,Maruti Wagon R LXI,4905.47,2015,51530,Petrol,Manual,First,18.9 kmpl,998 CC,5.0,10454
890,Maruti Swift Dzire ZDI,10500.78,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248 CC,5.0,19959
891,Honda Amaze S i-Dtech,6898.32,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,16442
892,Maruti Swift ZDI,5442.01,2012,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0,13885
893,Hyundai Accent Executive CNG,2912.62,2010,95637,CNG,Manual,Second,13.2 kmpl,1495 CC,5.0,19889
894,Mahindra Scorpio LX 2.6 Turbo,5518.66,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,7.0,33534
895,Mercedes-Benz E-Class E250 CDI Avantgrade,33418.53,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0,67191
896,Toyota Fortuner 4x2 Manual,20694.96,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982 CC,7.0,28711
897,Datsun redi-GO T Option,4077.67,2016,20487,Petrol,Manual,First,22.7 kmpl,799 CC,5.0,7714
898,Honda City V MT,5748.6,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,5.0,20154
899,Toyota Camry Hybrid,49054.72,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,5.0,81334
900,Honda City i DTec V,12370.99,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0,22670
901,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,8645.89,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,5.0,18455
902,Audi A6 2011-2015 2.0 TDI,36775.71,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0,108631
903,Maruti Ertiga VDI,11497.2,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,21984
904,Mercedes-Benz New C-Class C 220 CDI Style,41389.92,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,110445
905,Maruti Swift Dzire Vdi BSIV,4368.94,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248 CC,5.0,18131
906,Renault Duster 110PS Diesel RxZ Pack,9734.3,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,23054
907,Maruti Ritz VDi,5058.77,2010,79324,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0,16367
908,Maruti Swift Dzire VXI,7664.8,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0,14195
909,Maruti Swift ZDi,9902.92,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,20296
910,Hyundai EON Sportz,5748.6,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7751
911,Maruti Zen VXI BSII,2330.1,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,5.0,14214
912,Maruti Eeco 7 Seater Standard,5533.99,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,7.0,12466
913,Audi Q5 30 TDI quattro Premium,67051.67,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,5.0,129563
914,Audi Q3 2.0 TDI,30659.2,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0,72645
915,Smart Fortwo CDI AT,4598.88,2008,103000,Diesel,Automatic,Second,26.7 kmpl,799 CC,2.0,6841
916,Maruti Swift Dzire VDi,5595.3,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0,22046
917,Tata Sumo DX,8048.04,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,10.0,19111
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,88911.68,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,7.0,131696
919,Honda City i-VTEC CVT VX,13260.1,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,25565
920,Tata Indigo eCS eLX BS IV,3832.4,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0,13727
921,Volkswagen Vento TSI,11880.44,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,5.0,19926
922,Maruti Celerio VXI,6361.78,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,5.0,11707
923,Toyota Fortuner 3.0 Diesel,16632.62,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0,33837
924,Mitsubishi Outlander 2.4,8477.27,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,5.0,42904
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,17629.04,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,5.0,60751
926,Porsche Cayman 2009-2012 S,61318.4,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,2.0,154053
927,Hyundai Creta 1.6 CRDi SX,14179.88,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,29100
928,Skoda Fabia 1.2 MPI Ambiente Petrol,3510.48,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,5.0,13521
929,Ford EcoSport 1.5 TDCi Titanium,10730.72,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0,23373
930,Maruti Zen Estilo 1.1 LXI BSIII,2529.38,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061 CC,5.0,11160
931,Maruti Ciaz 1.4 Delta,12646.92,2017,6006,Petrol,Manual,First,20.73 kmpl,1373 CC,5.0,26107
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,14011.25,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,5.0,61957
933,Honda Amaze SX i-VTEC,9964.24,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,5.0,16154
934,Toyota Etios GD,4522.23,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0,19231
935,Renault Duster 85PS Diesel RxL,8814.52,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0,26051
936,Maruti Wagon R LXI LPG BSIV,4368.94,2012,72000,LPG,Manual,First,26.2 kmpl,998 CC,5.0,8629
937,Volkswagen Polo Petrol Highline 1.2L,3219.22,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0,13245
938,Hyundai Creta 1.6 SX Plus Diesel,20771.61,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,37833
939,Jaguar XF Diesel,31425.68,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,42135
940,Jeep Compass 2.0 Limited 4X4,30659.2,2017,52000,Diesel,Manual,First,16.3 kmpl,1956 CC,5.0,43476
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,91548.37,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999 CC,5.0,135695
942,Maruti Baleno Alpha Diesel,9964.24,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0,18869
943,Maruti Ciaz ZDi SHVS,11497.2,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0,20310
944,Maruti SX4 Vxi BSIII,3295.86,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586 CC,5.0,25863
945,Hyundai Elantra CRDi SX,12938.18,2015,53615,Diesel,Manual,First,22.7 kmpl,1582 CC,5.0,29476
946,Mitsubishi Pajero Sport 4X4,19146.67,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,7.0,41980
947,Volkswagen Ameo 1.2 MPI Comfortline,8400.62,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,5.0,16043
948,Maruti Ritz VXi,6438.43,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,13887
949,Hyundai Verna CRDi SX,11037.31,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,5.0,25457
950,Maruti Swift Dzire Tour LDI,7358.21,2014,96000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,16988
951,Mahindra KUV 100 mFALCON D75 K6,8937.16,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,6.0,16202
952,Toyota Innova Crysta 2.4 ZX MT,28191.13,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0,50756
953,Maruti Baleno Delta 1.2,8967.82,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0,14704
954,Honda Jazz VX Diesel,9519.68,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0,16863
955,Hyundai i20 1.2 Asta,5595.3,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,5.0,13181
956,Hyundai i20 Sportz Diesel,5671.95,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,18142
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,45988.8,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,103185
958,Hyundai Xcent 1.2 Kappa Base,7434.86,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0,13030
959,Hyundai Grand i10 AT Asta,10623.41,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,18012
960,Maruti Alto 800 VXI,3985.7,2016,26000,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,7030
961,Chevrolet Sail Hatchback 1.2 LS,2897.29,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0,11350
962,Mercedes-Benz C-Class Progressive C 220d,60551.92,2018,8682,Diesel,Automatic,First,17.0 kmpl,1950 CC,5.0,123198
963,Skoda Superb Elegance 1.8 TSI AT,15329.6,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0,51249
964,Audi A4 2.0 TDI,15252.95,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0,66341
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,14486.47,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,8.0,43602
966,Mercedes-Benz CLA 200 CDI Sport,43306.12,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0,102887
967,Hyundai i10 Era,2759.33,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,5.0,10232
968,Maruti Swift Dzire VXi,2146.14,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298 CC,5.0,15053
969,Skoda Rapid 1.5 TDI AT Ambition,11113.96,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,5.0,25208
970,Maruti Ritz VDi,5518.66,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0,15041
971,Hyundai Accent GLS 1.6,1839.55,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,5.0,33702
972,Honda Amaze SX i-VTEC,7572.82,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,5.0,13365
973,Maruti Wagon R LXI,1916.2,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,5.0,10075
974,Volkswagen Polo Diesel Comfortline 1.2L,7358.21,2013,68000,Diesel,Manual,Second,22.07 kmpl,1199 CC,5.0,11684
975,Ford Endeavour 2.2 Trend AT 4X2,47751.7,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,7.0,85944
976,Hyundai i20 1.2 Sportz,5058.77,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,5.0,14430
977,Chevrolet Beat Diesel PS,3679.1,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,5.0,9848
978,Honda Civic 2010-2013 1.8 V MT,3065.92,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,5.0,22928
979,Maruti Wagon R VXI BS IV,4752.18,2014,51000,Petrol,Manual,First,20.51 kmpl,998 CC,5.0,10671
980,Skoda Rapid 1.6 MPI Ambition Plus,7802.77,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,5.0,24578
981,Maruti Baleno Vxi - BSIII,1609.61,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,5.0,22796
982,Ford EcoSport 1.5 TDCi Titanium,10730.72,2015,47037,Diesel,Manual,Second,22.77 kmpl,1498 CC,5.0,22198
983,Hyundai Accent GLE,3832.4,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,5.0,18439
984,BMW 5 Series 520d Luxury Line,26826.8,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,5.0,85393
985,Maruti Alto K10 2010-2014 VXI,3219.22,2011,91211,Petrol,Manual,First,20.92 kmpl,998 CC,5.0,10862
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,27210.04,2013,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0,85037
987,Maruti Wagon R LXI DUO BSIII,2222.79,2008,64226,LPG,Manual,First,17.3 kmpl,1061 CC,5.0,10967
988,Toyota Corolla H4,3755.75,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,5.0,43957
989,Volvo XC60 D5,21154.85,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,5.0,67077
990,Honda Jazz 1.5 VX i DTEC,8967.82,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0,16823
991,Maruti Ciaz 1.3 Alpha,13643.34,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0,22649
992,Maruti Swift VXI BSIV,7894.74,2016,9107,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0,15123
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,25385.82,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,87777
994,Maruti Wagon R VXI Minor,2529.38,2010,134000,Petrol,Manual,Second,18.9 kmpl,1061 CC,5.0,9774
995,Mercedes-Benz A Class A180 Sport,24527.36,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,5.0,37537
996,Hyundai Santro Xing GL,2222.79,2008,93000,Petrol,Manual,First,17.9 kmpl,1086 CC,5.0,11231
997,Maruti Swift Dzire AMT ZDI,12386.32,2017,24852,Diesel,Automatic,First,26.59 kmpl,1248 CC,5.0,21608
998,Hyundai Grand i10 AT Asta,6898.32,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,14731
999,Nissan Sunny 2011-2014 XV Special Edition,6591.73,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,5.0,18624
1000,Maruti A-Star Lxi,3985.7,2010,81448,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,11245
1001,Renault KWID RXT Optional,6821.67,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,5.0,9750
1002,Hyundai Verna 1.6 SX VTVT (O) AT,8232.0,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,5.0,27421
1003,Maruti Wagon R LXI Minor,2682.68,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,5.0,9059
1004,BMW 3 Series 320d Sport Line,25293.84,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0,80415
1005,BMW 5 Series 2003-2012 520d,29126.24,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,5.0,92551
1006,Tata Indigo CS eVX,4292.29,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0,14280
1007,Hyundai i20 Sportz 1.4 CRDi,9504.35,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0,20561
1008,Maruti Omni E MPI STD BS IV,5825.25,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,8.0,8422
1009,Maruti Swift ZDi,9351.06,2014,81000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,18806
1010,Ford Ecosport Signature Edition Diesel,17858.98,2019,23154,Diesel,Manual,First,23.0 kmpl,1498 CC,5.0,28348
1011,Honda Brio VX AT,6361.78,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,5.0,16516
1012,Toyota Innova Crysta 2.4 GX MT,25293.84,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0,46738
1013,Mahindra Scorpio 2.6 LX,6591.73,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,8.0,27061
1014,Hyundai i20 1.2 Magna,3449.16,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,13700
1015,Hyundai Verna 1.6 SX,10347.48,2014,63003,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0,24294
1016,Mahindra XUV500 W6 2WD,14409.82,2014,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,34026
1017,Volkswagen Vento 1.5 TDI Comfortline,8262.65,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,5.0,22276
1018,Maruti Swift Dzire VDI Optional,13045.49,2019,18592,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0,22538
1019,Tata Manza Aura Safire BS IV,2835.98,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,5.0,19850
1020,Maruti Swift VDI,3832.4,2012,82000,Diesel,Manual,Second,22.9 kmpl,1248 CC,5.0,13982
1021,Volkswagen Polo Diesel Highline 1.2L,7281.56,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0,13036
1022,Honda City 1.5 V MT,5365.36,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,5.0,20447
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),8431.28,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,20518
1024,Honda City 1.5 V MT,9703.64,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,21716
1025,Chevrolet Beat Diesel,3786.41,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,5.0,10026
1026,Chevrolet Spark 1.0 LS,5058.77,2014,36657,Petrol,Manual,First,16.2 kmpl,995 CC,5.0,12020
1027,Tata New Safari DICOR 2.2 EX 4x2,5365.36,2011,77000,Diesel,Manual,Second,11.57 kmpl,2179 CC,7.0,32441
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,59402.2,2014,85000,Diesel,Automatic,First,11.3 kmpl,2987 CC,7.0,116027
1029,BMW 5 Series 2003-2012 530d Highline,12248.35,2008,112500,Diesel,Automatic,First,11.5 kmpl,2993 CC,5.0,38733
1030,Toyota Fortuner 2.8 4WD MT,20357.71,2013,105072,Diesel,Manual,First,14.24 kmpl,2755 CC,7.0,49382
1031,BMW X1 sDrive 18i,14563.12,2012,80000,Petrol,Automatic,First,11.25 kmpl,1995 CC,5.0,71257
1032,Renault Captur 1.5 Diesel Platine Mono,21476.77,2019,3102,Diesel,Manual,First,20.37 kmpl,1461 CC,5.0,36516
1033,Hyundai Xcent 1.1 CRDi S,10715.39,2016,14656,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,16465
1034,BMW 3 Series 320d,16862.56,2010,105000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,5.0,61834
1035,BMW 5 Series 2010-2013 525i,16862.56,2008,61000,Petrol,Automatic,Second,10.8 kmpl,2497 CC,5.0,60964
1036,Nissan Micra XE,3525.81,2010,85046,Petrol,Manual,Second,18.06 kmpl,1198 CC,5.0,13186
1037,Jaguar XF 2.2 Litre Luxury,40623.44,2014,48000,Diesel,Automatic,First,16.36 kmpl,2179 CC,5.0,82395
1038,Land Rover Range Rover TDV8 (Diesel),102708.32,2011,55000,Diesel,Automatic,First,10.2 kmpl,4367 CC,7.0,88116
1039,Jeep Compass 1.4 Limited Option,27210.04,2017,4000,Petrol,Automatic,First,16.0 kmpl,1368 CC,5.0,36773
1040,Honda CR-V 2.4 AT,7358.21,2010,94000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,5.0,26521
1041,Maruti Swift VXI,7005.63,2013,61110,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,13471
1042,Hyundai Xcent 1.1 CRDi S,5365.36,2016,80000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,10990
1043,Nissan Terrano XV Premium 110 PS,11665.83,2015,43190,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,24899
1044,Audi A4 35 TDI Technology,38324.0,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,5.0,102995
1045,Hyundai Grand i10 Asta Option,9013.8,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14095
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,20694.96,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0,48529
1047,Hyundai i20 1.2 Magna,7051.62,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,13763
1048,Ford EcoSport 1.5 TDCi Titanium,7511.5,2013,44000,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0,19016
1049,Honda City 1.5 S MT,8048.04,2012,67635,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,21499
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,19024.03,2018,18385,Petrol,Automatic,First,14.8 kmpl,1497 CC,5.0,40668
1051,Volkswagen Polo Diesel Highline 1.2L,5825.25,2014,35000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0,10747
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,13719.99,2010,49000,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,66876
1053,Ford Ecosport 1.5 DV5 MT Titanium,11037.31,2013,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,24161
1054,Tata Indigo GLE,6898.32,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,5.0,24025
1055,Maruti Swift Dzire LDI,6361.78,2014,68462,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0,14148
1056,Maruti S-Cross Zeta DDiS 200 SH,12171.7,2016,74611,Diesel,Manual,First,25.1 kmpl,1248 CC,5.0,22333
1057,Renault Duster 110PS Diesel RxZ Pack,11113.96,2014,90000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,25780
1058,Maruti Wagon R VXI,5671.95,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,5.0,9798
1059,Hyundai Santro Xing GL,3755.75,2010,58163,Petrol,Manual,First,18.5 kmpl,1086 CC,5.0,10937
1060,Chevrolet Beat Diesel LT,2299.44,2011,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,5.0,9232
1061,Mahindra XUV500 W4 1.99 mHawk,18395.52,2017,13363,Diesel,Manual,First,16.0 kmpl,1997 CC,7.0,32220
1062,Hyundai i10 Era 1.1,3372.51,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,5.0,9459
1063,Tata New Safari DICOR 2.2 EX 4x4,5518.66,2007,103000,Diesel,Manual,First,13.93 kmpl,2179 CC,7.0,44938
1064,Hyundai i10 Sportz,2943.28,2009,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,11362
1065,Toyota Innova Crysta 2.8 ZX AT,31425.68,2016,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,7.0,72977
1066,Skoda Laura Elegance MT,6515.08,2010,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,5.0,34041
1067,Hyundai Grand i10 Sportz,4905.47,2013,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,11586
1068,Toyota Etios Liva GD,3985.7,2012,225000,Diesel,Manual,Second,23.59 kmpl,1364 CC,5.0,18061
1069,Maruti Swift Dzire VDI,5901.9,2014,45000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,15830
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),5334.7,2010,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,20608
1071,Ford Figo 2015-2019 1.5D Trend MT,6974.97,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,5.0,12985
1072,Maruti Ertiga VDI,10730.72,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,7.0,21419
1073,Maruti Ertiga ZDI,8814.52,2013,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,19816
1074,Honda City 1.5 V AT Sunroof,13382.74,2016,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,5.0,27621
1075,Maruti Alto LXi BSIII,2606.03,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,8461
1076,Ford Endeavour 3.2 Titanium AT 4X4,45222.32,2016,68000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0,65551
1077,Maruti Vitara Brezza ZDi Plus,16080.75,2019,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,21936
1078,Porsche Boxster S tiptronic,98109.44,2015,10512,Petrol,Automatic,First,8.6 kmpl,2706 CC,2.0,143786
1079,Maruti Swift ZDi,11573.85,2016,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,21998
1080,Tata Zest Revotron 1.2 XT,6055.19,2014,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,5.0,12784
1081,Hyundai i20 1.2 Sportz Option,4982.12,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,5.0,14115
1082,Skoda Fabia 1.4 TDI Active,4215.64,2009,86000,Diesel,Manual,First,19.4 kmpl,1422 CC,5.0,22461
1083,Toyota Corolla Altis D-4D J,11267.26,2015,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0,22223
1084,Volkswagen Ameo 1.2 MPI Comfortline,7204.91,2017,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,5.0,14668
1085,Hyundai Creta 1.6 VTVT S,13444.06,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,5.0,26091
1086,Hyundai i10 Magna 1.2,5242.72,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,10994
1087,Chevrolet Beat LS,3832.4,2015,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,5.0,14679
1088,Jaguar XF 3.0 Litre S Premium Luxury,30659.2,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,44452
1089,Nissan Terrano XL,8048.04,2014,40000,Petrol,Manual,First,13.24 kmpl,1598 CC,5.0,20554
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,22227.92,2013,60000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,5.0,66218
1091,Hyundai i10 Asta AT,5288.71,2011,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,5.0,16882
1092,Maruti Alto K10 VXI AGS,5058.77,2015,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,5.0,11219
1093,Audi Q7 4.2 TDI Quattro Technology,78180.96,2014,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,7.0,127968
