Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,34874.84,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0
Chevrolet Beat LS,2238.12,2010,17088,Petrol,Manual,First,18.6 kmpl,1199 CC,5.0
Ford Fiesta 1.4 Duratorq ZXI,3142.57,2007,112808,Diesel,Manual,Second,17.8 kmpl,1399 CC,5.0
Ford Figo Diesel EXI,6254.48,2014,74980,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0
Maruti Celerio VXI AT,6974.97,2014,44600,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
Mercedes-Benz A Class A180 CDI,21461.44,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,5.0
Hyundai Creta 1.6 SX,16709.26,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,5.0
Maruti Wagon R VXI BS IV,3755.75,2010,81245,Petrol,Manual,First,18.9 kmpl,998 CC,5.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,24220.77,2013,70000,Diesel,Automatic,First,10.0 kmpl,2148 CC,5.0
Ford EcoSport 1.5 Ti VCT MT Titanium BE,12646.92,2017,4018,Petrol,Manual,First,18.88 kmpl,1499 CC,5.0
Renault Koleos 2.0 Diesel,13030.16,2013,70000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,5.0
Mahindra XUV500 W10 2WD,23822.2,2016,56532,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0
Maruti Omni E 8 Str STD,3602.46,2013,26875,Petrol,Manual,First,16.8 kmpl,796 CC,8.0
Maruti Wagon R VXI,6622.39,2015,72599,Petrol,Manual,First,22.5 kmpl,998 CC,5.0
Ford Endeavour XLT TDCi 4X2,5978.54,2008,205000,Diesel,Manual,Second,13.1 kmpl,2499 CC,7.0
Hyundai Verna 1.6 SX,7971.39,2011,98000,Diesel,Manual,Second,22.32 kmpl,1582 CC,5.0
Hyundai i20 Magna 1.2,8967.82,2018,19500,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Maruti Ertiga ZXI,9581.0,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,7.0
Mahindra XUV500 W9 AT,27026.08,2019,19654,Diesel,Automatic,First,14.0 kmpl,2179 CC,7.0
Maruti SX4 S Cross DDiS 200 Zeta,14946.36,2017,26000,Diesel,Manual,First,23.65 kmpl,1248 CC,5.0
Mercedes-Benz SLK-Class SLK 350,84312.8,2015,10000,Petrol,Automatic,First,18.1 kmpl,3498 CC,2.0
Volkswagen Polo Diesel Comfortline 1.2L,6285.14,2011,75020,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0
Toyota Fortuner 4x4 MT,18380.19,2011,157000,Diesel,Manual,First,12.55 kmpl,2982 CC,7.0
Mahindra XUV500 W10 2WD,20756.28,2017,43773,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0
Mercedes-Benz GLE 250d,85845.76,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0
Honda Jazz 1.2 VX i VTEC,9964.24,2016,23280,Petrol,Manual,First,18.7 kmpl,1199 CC,5.0
Maruti Swift Dzire VDI,7281.56,2013,88000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Hyundai Verna 1.6 SX VTVT,8584.58,2014,67000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0
Ford Endeavour 3.2 Titanium AT 4X4,44762.43,2017,59636,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0
Hyundai i20 1.2 Asta Option,9734.3,2018,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Honda City 1.5 V MT Sunroof,7588.15,2013,60669,Petrol,Manual,First,16.8 kmpl,1497 CC,5.0
Honda Amaze VX Diesel,13030.16,2018,12000,Diesel,Manual,First,27.4 kmpl,1498 CC,5.0
Hyundai Verna 1.6 SX VTVT (O),6898.32,2013,35000,Petrol,Manual,First,17.1 kmpl,1591 CC,5.0
Honda Mobilio S i DTEC,8431.28,2015,65000,Diesel,Manual,First,24.2 kmpl,1498 CC,7.0
Maruti Ertiga ZDI,10056.22,2013,39929,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0
Maruti Alto K10 LXI,3525.81,2014,49000,Petrol,Manual,First,24.07 kmpl,998 CC,5.0
Toyota Qualis FS B2,5365.36,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446 CC,10.0
Hyundai i10 Sportz,6974.97,2016,21456,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Skoda Laura 1.9 TDI AT Ambiente,11880.44,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,5.0
Hyundai i20 Asta Option 1.2,8048.04,2015,37000,Petrol,Manual,Second,18.6 kmpl,1197 CC,5.0
BMW 5 Series 2003-2012 530d Highline,35702.64,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993 CC,5.0
BMW 3 Series 320d M Sport,36775.71,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0
Chevrolet Aveo 1.4 LT ABS BSIV,2744.0,2010,80000,Petrol,Manual,First,14.49 kmpl,1399 CC,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,21308.14,2011,47000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,29049.59,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0
Maruti Wagon R LXI BS IV,3817.07,2014,40000,Petrol,Manual,First,20.51 kmpl,998 CC,5.0
Renault KWID RXT,4828.82,2016,4152,Petrol,Manual,First,25.17 kmpl,799 CC,5.0
Volkswagen Ameo 1.5 TDI Highline,9887.59,2017,51000,Diesel,Manual,First,21.66 kmpl,1498 CC,5.0
Volkswagen Polo Diesel Comfortline 1.2L,6515.08,2013,55000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0
Maruti Alto 800 LXI,4215.64,2014,58500,Petrol,Manual,First,22.74 kmpl,796 CC,5.0
Hyundai i20 Asta Option 1.2,10945.33,2017,58620,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Toyota Etios Liva G,3740.42,2012,29605,Petrol,Manual,First,18.3 kmpl,1197 CC,5.0
Hyundai i20 1.2 Sportz,5365.36,2012,71172,Petrol,Manual,Third,17.0 kmpl,1197 CC,5.0
Hyundai i20 1.4 Asta,11190.61,2017,12000,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0
Maruti Wagon R LXI Optional,4215.64,2014,25000,Petrol,Manual,First,20.51 kmpl,998 CC,5.0
Hyundai i20 1.4 Asta Option,12570.27,2017,43000,Diesel,Manual,Second,22.54 kmpl,1396 CC,5.0
Volkswagen Polo GT TSI,9979.57,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197 CC,5.0
Ford Figo Diesel Titanium,6515.08,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0
Maruti Swift ZXI,9519.68,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197 CC,5.0
Hyundai Grand i10 CRDi Magna,7020.96,2016,52625,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0
Mahindra Xylo H4,11497.2,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,7.0
Maruti Alto Green LXi (CNG),3219.22,2012,65537,CNG,Manual,First,26.83 kmpl,796 CC,5.0
Hyundai i10 Magna 1.1,6269.81,2014,60138,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0
Skoda Octavia Elegance 2.0 TDI AT,16479.32,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968 CC,5.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,63617.84,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993 CC,7.0
Maruti Celerio VXI AT,6745.02,2014,33450,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
Volkswagen Vento Diesel Comfortline,9581.0,2013,125000,Diesel,Manual,Second,20.54 kmpl,1598 CC,5.0
BMW 3 Series 320d Highline,16096.08,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995 CC,5.0
Maruti Ertiga ZDI,11113.96,2014,64000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0
Ford Figo Diesel ZXI,4905.47,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0
Volkswagen Polo 1.2 MPI Highline,6055.19,2014,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Audi A6 3.0 TDI quattro,18502.83,2009,48040,Diesel,Automatic,Second,16.77 kmpl,2967 CC,5.0
Toyota Innova Crysta 2.4 ZX MT,28513.06,2017,43200,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0
Hyundai Verna 1.6 CRDi EX AT,8737.87,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582 CC,5.0
Hyundai Santro Xing GL Plus,2682.68,2013,31000,Petrol,Manual,First,17.92 kmpl,1086 CC,5.0
Audi A4 2.0 TDI,16847.23,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,5.0
Audi A4 2.0 TDI,22227.92,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0
Skoda Laura 1.9 TDI MT Ambiente,4767.51,2009,100000,Diesel,Manual,First,17.0 kmpl,1896 CC,5.0
Honda CR-V 2.0L 2WD AT,21400.12,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997 CC,5.0
Hyundai Verna 1.6 SX CRDi (O),10899.35,2015,72996,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0
Honda Mobilio RS i DTEC,10577.42,2014,23000,Diesel,Manual,First,24.5 kmpl,1498 CC,7.0
Hyundai i20 1.2 Asta Option,11911.1,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8431.28,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494 CC,8.0
Hyundai i20 Magna 1.2,8201.34,2014,70089,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Mahindra Bolero VLX BS IV,6898.32,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523 CC,7.0
Volkswagen Vento 1.5 TDI Comfortline,7281.56,2014,72000,Diesel,Manual,First,20.34 kmpl,1498 CC,5.0
Jaguar XF 2.2 Litre Luxury,50281.09,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,5.0
Maruti Zen LXi - BS III,1073.07,2005,102000,Petrol,Manual,First,17.3 kmpl,993 CC,5.0
Mercedes-Benz E-Class Facelift,77092.56,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987 CC,5.0
Toyota Fortuner 3.0 Diesel,16847.23,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0
Hyundai Grand i10 AT Asta,8538.59,2015,61717,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0
Hyundai Xcent 1.2 CRDi S,9044.46,2018,25302,Diesel,Manual,First,25.4 kmpl,1186 CC,5.0
Hyundai Creta 1.6 VTVT S,14455.81,2016,47016,Petrol,Manual,First,15.29 kmpl,1591 CC,5.0
Hyundai i10 Sportz,4445.58,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Honda Brio S MT,5641.29,2016,32700,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0
Toyota Fortuner 4x2 AT,33219.24,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982 CC,7.0
Audi A4 2.0 TDI Multitronic,19162.0,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0
Toyota Innova Crysta 2.8 ZX AT,30536.56,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755 CC,7.0
Honda City i DTEC VX,10347.48,2014,71649,Diesel,Manual,First,25.1 kmpl,1498 CC,5.0
Honda City i DTEC VX,10669.4,2015,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,5.0
Renault KWID 1.0 RXT Optional,4982.12,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,5.0
Maruti Swift DDiS ZDI Plus,13260.1,2018,5456,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0
Maruti Celerio VXI Optional AMT,7664.8,2017,7500,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
Mahindra XUV500 W8 2WD,8431.28,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Hyundai i10 Magna,3985.7,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0
Hyundai i10 Magna 1.1,5227.39,2014,58472,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0
Maruti Dzire VXI,4138.99,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0
Maruti Grand Vitara AT,8431.28,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,5.0
Audi TT 40 TFSI,53653.6,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984 CC,4.0
Mercedes-Benz New C-Class C 200 CGI,14946.36,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991 CC,5.0
Nissan Sunny 2011-2014 Diesel XV,6515.08,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,5.0
Maruti Wagon R LXI,4905.47,2015,51530,Petrol,Manual,First,18.9 kmpl,998 CC,5.0
Maruti Swift Dzire ZDI,10500.78,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248 CC,5.0
Honda Amaze S i-Dtech,6898.32,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Maruti Swift ZDI,5442.01,2012,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0
Hyundai Accent Executive CNG,2912.62,2010,95637,CNG,Manual,Second,13.2 kmpl,1495 CC,5.0
Mahindra Scorpio LX 2.6 Turbo,5518.66,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,7.0
Mercedes-Benz E-Class E250 CDI Avantgrade,33418.53,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143 CC,5.0
Toyota Fortuner 4x2 Manual,20694.96,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982 CC,7.0
Datsun redi-GO T Option,4077.67,2016,20487,Petrol,Manual,First,22.7 kmpl,799 CC,5.0
Honda City V MT,5748.6,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,5.0
Toyota Camry Hybrid,49054.72,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,5.0
Honda City i DTec V,12370.99,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,8645.89,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,5.0
Audi A6 2011-2015 2.0 TDI,36775.71,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0
Maruti Ertiga VDI,11497.2,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0
Mercedes-Benz New C-Class C 220 CDI Style,41389.92,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Maruti Swift Dzire Vdi BSIV,4368.94,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248 CC,5.0
Renault Duster 110PS Diesel RxZ Pack,9734.3,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0
Maruti Ritz VDi,5058.77,2010,79324,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0
Maruti Swift Dzire VXI,7664.8,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0
Maruti Swift ZDi,9902.92,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0
Hyundai EON Sportz,5748.6,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Maruti Zen VXI BSII,2330.1,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,5.0
Maruti Eeco 7 Seater Standard,5533.99,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,7.0
Audi Q5 30 TDI quattro Premium,67051.67,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,5.0
Audi Q3 2.0 TDI,30659.2,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0
Smart Fortwo CDI AT,4598.88,2008,103000,Diesel,Automatic,Second,26.7 kmpl,799 CC,2.0
Maruti Swift Dzire VDi,5595.3,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0
Tata Sumo DX,8048.04,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,10.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,88911.68,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,7.0
Honda City i-VTEC CVT VX,13260.1,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0
Tata Indigo eCS eLX BS IV,3832.4,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0
Volkswagen Vento TSI,11880.44,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,5.0
Maruti Celerio VXI,6361.78,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,5.0
Toyota Fortuner 3.0 Diesel,16632.62,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0
Mitsubishi Outlander 2.4,8477.27,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,5.0
Volkswagen Jetta 2007-2011 1.9 Highline TDI,17629.04,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,5.0
Porsche Cayman 2009-2012 S,61318.4,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,2.0
Hyundai Creta 1.6 CRDi SX,14179.88,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0
Skoda Fabia 1.2 MPI Ambiente Petrol,3510.48,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,5.0
Ford EcoSport 1.5 TDCi Titanium,10730.72,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0
Maruti Zen Estilo 1.1 LXI BSIII,2529.38,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061 CC,5.0
Maruti Ciaz 1.4 Delta,12646.92,2017,6006,Petrol,Manual,First,20.73 kmpl,1373 CC,5.0
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,14011.25,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,5.0
Honda Amaze SX i-VTEC,9964.24,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,5.0
Toyota Etios GD,4522.23,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0
Renault Duster 85PS Diesel RxL,8814.52,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0
Maruti Wagon R LXI LPG BSIV,4368.94,2012,72000,LPG,Manual,First,26.2 kmpl,998 CC,5.0
Volkswagen Polo Petrol Highline 1.2L,3219.22,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0
Hyundai Creta 1.6 SX Plus Diesel,20771.61,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0
Jaguar XF Diesel,31425.68,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0
Jeep Compass 2.0 Limited 4X4,30659.2,2017,52000,Diesel,Manual,First,16.3 kmpl,1956 CC,5.0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,91548.37,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999 CC,5.0
Maruti Baleno Alpha Diesel,9964.24,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0
Maruti Ciaz ZDi SHVS,11497.2,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0
Maruti SX4 Vxi BSIII,3295.86,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586 CC,5.0
Hyundai Elantra CRDi SX,12938.18,2015,53615,Diesel,Manual,First,22.7 kmpl,1582 CC,5.0
Mitsubishi Pajero Sport 4X4,19146.67,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,7.0
Volkswagen Ameo 1.2 MPI Comfortline,8400.62,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,5.0
Maruti Ritz VXi,6438.43,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0
Hyundai Verna CRDi SX,11037.31,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,5.0
Maruti Swift Dzire Tour LDI,7358.21,2014,96000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Mahindra KUV 100 mFALCON D75 K6,8937.16,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,6.0
Toyota Innova Crysta 2.4 ZX MT,28191.13,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0
Maruti Baleno Delta 1.2,8967.82,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0
Honda Jazz VX Diesel,9519.68,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0
Hyundai i20 1.2 Asta,5595.3,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,5.0
Hyundai i20 Sportz Diesel,5671.95,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,45988.8,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Hyundai Xcent 1.2 Kappa Base,7434.86,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0
Hyundai Grand i10 AT Asta,10623.41,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0
Maruti Alto 800 VXI,3985.7,2016,26000,Petrol,Manual,First,22.74 kmpl,796 CC,5.0
Chevrolet Sail Hatchback 1.2 LS,2897.29,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0
Mercedes-Benz C-Class Progressive C 220d,60551.92,2018,8682,Diesel,Automatic,First,17.0 kmpl,1950 CC,5.0
Skoda Superb Elegance 1.8 TSI AT,15329.6,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0
Audi A4 2.0 TDI,15252.95,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,14486.47,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,8.0
Mercedes-Benz CLA 200 CDI Sport,43306.12,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0
Hyundai i10 Era,2759.33,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,5.0
Maruti Swift Dzire VXi,2146.14,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298 CC,5.0
Skoda Rapid 1.5 TDI AT Ambition,11113.96,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,5.0
Maruti Ritz VDi,5518.66,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0
Hyundai Accent GLS 1.6,1839.55,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,5.0
Honda Amaze SX i-VTEC,7572.82,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,5.0
Maruti Wagon R LXI,1916.2,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,5.0
Volkswagen Polo Diesel Comfortline 1.2L,7358.21,2013,68000,Diesel,Manual,Second,22.07 kmpl,1199 CC,5.0
Ford Endeavour 2.2 Trend AT 4X2,47751.7,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,7.0
Hyundai i20 1.2 Sportz,5058.77,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,5.0
Chevrolet Beat Diesel PS,3679.1,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,5.0
Honda Civic 2010-2013 1.8 V MT,3065.92,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,5.0
Maruti Wagon R VXI BS IV,4752.18,2014,51000,Petrol,Manual,First,20.51 kmpl,998 CC,5.0
Skoda Rapid 1.6 MPI Ambition Plus,7802.77,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,5.0
Maruti Baleno Vxi - BSIII,1609.61,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,5.0
Ford EcoSport 1.5 TDCi Titanium,10730.72,2015,47037,Diesel,Manual,Second,22.77 kmpl,1498 CC,5.0
Hyundai Accent GLE,3832.4,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,5.0
BMW 5 Series 520d Luxury Line,26826.8,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,5.0
Maruti Alto K10 2010-2014 VXI,3219.22,2011,91211,Petrol,Manual,First,20.92 kmpl,998 CC,5.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,27210.04,2013,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0
Maruti Wagon R LXI DUO BSIII,2222.79,2008,64226,LPG,Manual,First,17.3 kmpl,1061 CC,5.0
Toyota Corolla H4,3755.75,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,5.0
Volvo XC60 D5,21154.85,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,5.0
Honda Jazz 1.5 VX i DTEC,8967.82,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0
Maruti Ciaz 1.3 Alpha,13643.34,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0
Maruti Swift VXI BSIV,7894.74,2016,9107,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,25385.82,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Maruti Wagon R VXI Minor,2529.38,2010,134000,Petrol,Manual,Second,18.9 kmpl,1061 CC,5.0
Mercedes-Benz A Class A180 Sport,24527.36,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,5.0
Hyundai Santro Xing GL,2222.79,2008,93000,Petrol,Manual,First,17.9 kmpl,1086 CC,5.0
Maruti Swift Dzire AMT ZDI,12386.32,2017,24852,Diesel,Automatic,First,26.59 kmpl,1248 CC,5.0
Hyundai Grand i10 AT Asta,6898.32,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0
Nissan Sunny 2011-2014 XV Special Edition,6591.73,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,5.0
Maruti A-Star Lxi,3985.7,2010,81448,Petrol,Manual,First,19.0 kmpl,998 CC,5.0
Renault KWID RXT Optional,6821.67,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,5.0
Hyundai Verna 1.6 SX VTVT (O) AT,8232.0,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,5.0
Maruti Wagon R LXI Minor,2682.68,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,5.0
BMW 3 Series 320d Sport Line,25293.84,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0
BMW 5 Series 2003-2012 520d,29126.24,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,5.0
Tata Indigo CS eVX,4292.29,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0
Hyundai i20 Sportz 1.4 CRDi,9504.35,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0
Maruti Omni E MPI STD BS IV,5825.25,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,8.0
Maruti Swift ZDi,9351.06,2014,81000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Ford Ecosport Signature Edition Diesel,17858.98,2019,23154,Diesel,Manual,First,23.0 kmpl,1498 CC,5.0
Honda Brio VX AT,6361.78,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,5.0
